sequence_id,frame_index,timestamp_ms,ground_truth_label,model_label,model_confidence,top2_margin,proposal_label,proposal_state,controller_mode,expected_label,final_action,action_accepted,rejection_reason,cooldown_remaining,risk_cost,task_id,task_step
c6_validation_confidence_only:task_object_control_01,209,6897,zoom_out,no_gesture,0.397613,0.084544,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,210,6930,zoom_out,no_gesture,0.409751,0.107232,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,211,6963,zoom_out,no_gesture,0.415689,0.112259,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,212,6996,zoom_out,no_gesture,0.422749,0.132071,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,213,7029,zoom_out,no_gesture,0.432595,0.141118,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,214,7062,zoom_out,no_gesture,0.409183,0.104378,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,215,7095,zoom_out,no_gesture,0.413899,0.110248,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,216,7128,zoom_out,no_gesture,0.413332,0.11259,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,217,7161,zoom_out,no_gesture,0.423673,0.12914,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,218,7194,zoom_out,no_gesture,0.439226,0.155749,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,219,7227,zoom_out,no_gesture,0.439615,0.156316,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,220,7260,zoom_out,no_gesture,0.445329,0.156865,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,221,7293,zoom_out,no_gesture,0.56816,0.13632,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,222,7326,zoom_out,no_gesture,0.600344,0.200688,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,223,7359,zoom_out,no_gesture,0.576642,0.153284,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,224,7392,zoom_out,no_gesture,0.58596,0.171921,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,225,7425,zoom_out,no_gesture,0.56127,0.122539,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,226,7458,zoom_out,no_gesture,0.575146,0.150291,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,227,7491,zoom_out,no_gesture,0.556199,0.112398,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,228,7524,zoom_out,no_gesture,0.558158,0.116316,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,229,7557,zoom_out,click_2f,0.498691,0.219931,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,230,7590,zoom_out,click_2f,0.505411,0.218682,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,231,7623,zoom_out,click_2f,0.504647,0.222557,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,232,7656,zoom_out,click_2f,0.511935,0.225771,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,233,7689,zoom_out,click_2f,0.50523,0.222814,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,234,7722,zoom_out,click_2f,0.507939,0.224009,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,235,7755,zoom_out,click_2f,0.498563,0.219874,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,236,7788,zoom_out,click_2f,0.502142,0.221452,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_object_control_01,237,7821,zoom_out,click_2f,0.502482,0.221603,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,object_control,object_zoom_out
c6_validation_confidence_only:task_scroll_open_01,0,0,swipe_right,no_gesture,1.0,1.0,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,1,33,swipe_right,no_gesture,0.623982,0.247964,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,2,66,swipe_right,no_gesture,0.598326,0.196651,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,3,99,swipe_right,no_gesture,0.572951,0.145902,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,4,132,swipe_right,no_gesture,0.574823,0.149646,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,5,165,swipe_right,no_gesture,0.557548,0.115097,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,6,198,swipe_right,no_gesture,0.543136,0.108837,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,7,231,swipe_right,no_gesture,0.548016,0.1188,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,8,264,swipe_right,no_gesture,0.550423,0.123714,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,9,297,swipe_right,no_gesture,0.543762,0.110115,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,10,330,swipe_right,no_gesture,0.485077,0.112477,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,11,363,swipe_right,no_gesture,0.482895,0.107473,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,12,396,swipe_right,no_gesture,0.480596,0.1022,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,13,429,swipe_right,no_gesture,0.478592,0.097603,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,14,462,swipe_right,click_2f,0.456433,0.181419,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,15,495,swipe_right,click_2f,0.381671,0.151703,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,16,528,swipe_right,swipe_right,0.460393,0.198957,swipe_right,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,17,561,swipe_right,swipe_right,0.535527,0.308387,swipe_right,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,18,594,swipe_right,swipe_right,0.617118,0.433037,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,19,627,swipe_right,swipe_right,0.672758,0.514819,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,20,660,swipe_right,swipe_right,0.699107,0.554192,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,21,693,swipe_right,swipe_right,0.734315,0.605668,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,22,726,swipe_right,swipe_right,0.746602,0.624991,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,23,759,swipe_right,swipe_right,0.777026,0.66947,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,24,792,swipe_right,swipe_right,0.77979,0.673735,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,25,825,swipe_right,swipe_right,0.808453,0.715206,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,26,858,swipe_right,swipe_right,0.818979,0.730566,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,27,891,swipe_right,swipe_right,0.836969,0.758531,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,28,924,swipe_right,swipe_right,0.84078,0.763626,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,29,957,swipe_right,swipe_right,0.8472,0.773585,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,30,990,swipe_right,swipe_right,0.858031,0.789826,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_1
c6_validation_confidence_only:task_scroll_open_01,31,1023,no_gesture,click_2f,0.331859,0.022066,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,32,1056,no_gesture,click_2f,0.426619,0.169569,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,33,1089,no_gesture,click_2f,0.392541,0.156024,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,34,1122,no_gesture,click_2f,0.479868,0.190734,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,35,1155,no_gesture,click_2f,0.597449,0.3681,click_2f,locked,c6_validation_confidence_only,,select_confirm,True,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,36,1188,no_gesture,click_2f,0.599938,0.369634,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,37,1221,no_gesture,click_2f,0.6002,0.369796,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,38,1254,no_gesture,click_2f,0.594856,0.366503,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,39,1287,no_gesture,click_2f,0.596895,0.367759,click_2f,locked,c6_validation_confidence_only,,select_confirm,True,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,40,1320,no_gesture,click_2f,0.596348,0.367422,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,41,1353,no_gesture,click_2f,0.596468,0.367496,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,42,1386,no_gesture,click_2f,0.596545,0.367023,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,43,1419,no_gesture,click_2f,0.563858,0.2978,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,44,1452,no_gesture,click_2f,0.549645,0.261982,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,45,1485,no_gesture,click_2f,0.535743,0.234659,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,46,1518,no_gesture,click_2f,0.552529,0.266065,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,47,1551,no_gesture,click_2f,0.566911,0.29599,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,48,1584,no_gesture,click_2f,0.574579,0.325146,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,49,1617,swipe_right,swipe_left,0.561813,0.30199,swipe_left,locked,c6_validation_confidence_only,,navigate_previous,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,50,1650,swipe_right,swipe_left,0.577164,0.325425,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,51,1683,swipe_right,swipe_left,0.568926,0.313072,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,52,1716,swipe_right,swipe_left,0.634202,0.41669,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,53,1749,swipe_right,swipe_left,0.602288,0.366523,swipe_left,locked,c6_validation_confidence_only,,navigate_previous,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,54,1782,swipe_right,swipe_left,0.650837,0.442655,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,55,1815,swipe_right,swipe_left,0.570524,0.316205,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,56,1848,swipe_right,swipe_left,0.646947,0.437187,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,57,1881,swipe_right,swipe_left,0.641058,0.426173,swipe_left,locked,c6_validation_confidence_only,,navigate_previous,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,58,1914,swipe_right,swipe_left,0.696856,0.517156,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,59,1947,swipe_right,swipe_left,0.688715,0.50355,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,60,1980,swipe_right,swipe_left,0.699565,0.520173,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,61,2013,swipe_right,swipe_left,0.703047,0.527226,swipe_left,locked,c6_validation_confidence_only,,navigate_previous,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,62,2046,swipe_right,click_2f,0.595455,0.366872,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,63,2079,swipe_right,click_2f,0.595909,0.367151,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,64,2112,swipe_right,click_2f,0.601692,0.370715,swipe_left,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,65,2145,swipe_right,click_2f,0.594037,0.365999,click_2f,locked,c6_validation_confidence_only,,select_confirm,True,,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,66,2178,swipe_right,click_2f,0.591728,0.364576,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,67,2211,swipe_right,click_2f,0.37966,0.021604,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,68,2244,swipe_right,no_gesture,0.370634,0.005566,click_2f,locked,c6_validation_confidence_only,,idle,False,,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,69,2277,swipe_right,no_gesture,0.401099,0.053613,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,70,2310,swipe_right,no_gesture,0.435466,0.104756,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,71,2343,swipe_right,no_gesture,0.429403,0.103044,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,72,2376,swipe_right,no_gesture,0.411566,0.060718,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,73,2409,swipe_right,no_gesture,0.371016,0.004727,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,74,2442,swipe_right,click_2f,0.371852,0.02116,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,75,2475,swipe_right,click_2f,0.376035,0.021398,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,76,2508,swipe_right,click_2f,0.377257,0.021468,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,77,2541,swipe_right,click_2f,0.375684,0.021378,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,78,2574,swipe_right,click_2f,0.372095,0.021174,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,79,2607,swipe_right,click_2f,0.376558,0.021428,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,80,2640,swipe_right,swipe_right,0.786551,0.707389,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,81,2673,swipe_right,swipe_right,0.773495,0.689184,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,82,2706,swipe_right,swipe_right,0.775212,0.690877,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,83,2739,swipe_right,swipe_right,0.777706,0.69525,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,84,2772,swipe_right,swipe_right,0.789873,0.711935,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,85,2805,swipe_right,swipe_right,0.790777,0.712352,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,86,2838,swipe_right,swipe_right,0.74929,0.655527,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,87,2871,swipe_right,swipe_right,0.77548,0.691099,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,88,2904,swipe_right,swipe_right,0.770761,0.685082,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,89,2937,swipe_right,swipe_right,0.818675,0.749315,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,90,2970,swipe_right,swipe_right,0.811605,0.739561,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,91,3003,swipe_right,swipe_right,0.809291,0.735478,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,92,3036,swipe_right,swipe_right,0.797153,0.717642,swipe_right,locked,c6_validation_confidence_only,,navigate_next,True,,0,1.0,scroll_open,scroll_next_2
c6_validation_confidence_only:task_scroll_open_01,93,3069,no_gesture,click_2f,0.383855,0.037022,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,94,3102,no_gesture,click_2f,0.390616,0.037674,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,95,3135,no_gesture,click_2f,0.386182,0.037246,swipe_right,locked,c6_validation_confidence_only,,idle,False,,0,1.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,96,3168,no_gesture,click_2f,0.381886,0.036832,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,97,3201,no_gesture,click_2f,0.382104,0.036853,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,98,3234,no_gesture,click_2f,0.381462,0.036791,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,99,3267,no_gesture,click_2f,0.373985,0.010914,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,100,3300,no_gesture,no_gesture,0.396661,0.036192,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,101,3333,no_gesture,no_gesture,0.422519,0.086537,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,102,3366,no_gesture,no_gesture,0.427393,0.088791,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,103,3399,no_gesture,no_gesture,0.396688,0.039175,no_gesture,background,c6_validation_confidence_only,,idle,False,not_ready,0,0.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,104,3432,no_gesture,click_2f,0.378883,0.016425,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,105,3465,no_gesture,click_2f,0.388551,0.037475,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,106,3498,no_gesture,click_2f,0.384603,0.037094,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,107,3531,no_gesture,click_2f,0.391533,0.037762,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,108,3564,no_gesture,click_2f,0.38587,0.037216,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,109,3597,no_gesture,click_2f,0.388454,0.037465,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,110,3630,no_gesture,click_2f,0.383825,0.037019,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,
c6_validation_confidence_only:task_scroll_open_01,111,3663,swipe_left,click_2f,0.387785,0.037401,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_previous
c6_validation_confidence_only:task_scroll_open_01,112,3696,swipe_left,click_2f,0.387535,0.037377,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_previous
c6_validation_confidence_only:task_scroll_open_01,113,3729,swipe_left,click_2f,0.381675,0.036811,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_previous
c6_validation_confidence_only:task_scroll_open_01,114,3762,swipe_left,click_2f,0.389372,0.037554,click_2f,rejected,c6_validation_confidence_only,,idle,False,low_confidence,0,2.0,scroll_open,scroll_previous
